review_id,location_id,rating,review_text,reviewer_name,review_date,language,has_reply,reply_text
877687f9-543f-42a5-9f14-0f00b6f2b028,98e37f24-40aa-4948-8e8e-073e92aaa50d,1,Staff at the counter was dismissive and unhelpful when I had questions.,Vikram T,2024-11-02,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
76096bae-8f6d-4829-af9d-a8b0da9ae2d2,7a8a8e58-55e0-439f-84cc-a5b740dbd121,4,Very hygienic place with modern equipment. Doctors explain everything clearly.,Kiran J,2024-11-30,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
d4c4df01-6691-4f19-9cb7-f1555c26b3a7,db95673d-1e1a-458f-ba4e-6eb26cf4d69a,4,Had a great experience. The doctor was patient and thorough.,Anjali P,2024-10-13,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
81de2842-bc84-45a8-b1e6-cd8b47a027f9,34b60802-ad5c-4b43-be62-077f1101aea4,2,AC wasn't working and it was very uncomfortable. Basic amenities missing.,Kiran J,2024-06-14,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
7e2d833c-f527-4d44-b4b7-5973596b5536,34b60802-ad5c-4b43-be62-077f1101aea4,5,Affordable prices and quality care. The reception staff is also very polite.,Swati B,2024-08-12,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
3cb774ac-6e9a-41e1-83cf-22fc8c13aa0f,0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,2,Staff at the counter was dismissive and unhelpful when I had questions.,Vivek R,2024-08-19,en,False,
dfbbf267-9126-4657-8591-9cd47656ab89,0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,5,The doctors here are very knowledgeable. Great experience overall.,Kiran J,2024-08-19,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
6c7d12f4-a15e-47ef-82c9-4e093f311b32,04fe2275-c185-47b2-bbc9-89e674f1a9e4,2,Parking is a nightmare. Need to find better location.,Sunita K,2024-06-24,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
5f89ae33-0a33-42e8-a25b-b3098baf184d,1302182e-13c4-4fdd-be4f-8d17a5fe4a04,5,Best clinic in the area. Staff is very helpful and caring.,Divya R,2024-08-27,en,False,
2d5298ef-ecef-488c-979e-5ce92f27e300,16221448-4597-49e7-8f57-d03e1669f805,1,Very long wait even with prior appointment. Staff didn't communicate delay.,Shweta M,2024-12-15,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
933c6885-77ce-44fd-8c3b-ef8d3cb01568,ff25e902-2f69-48ff-aafc-d181e0452b87,5,Friendly staff and competent doctors. No complaints at all.,Vikram T,2024-07-04,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
6b9e1b65-1c06-4938-97e6-8bdf6f811e30,d34a9a6d-4d2e-4269-8a13-47ebe1f9bbfa,2,Overpriced for the service provided. Expected better.,Sunita K,2024-12-02,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
bc703c35-047c-4bb8-971b-3acb0b79aebe,34b60802-ad5c-4b43-be62-077f1101aea4,4,Friendly staff and competent doctors. No complaints at all.,Lakshmi V,2024-08-12,en,False,
c80100e5-ed52-4f43-8f5a-c7251536abbc,96ba4331-2862-4a3a-bff5-8528e6eaaa28,4,Had a great experience. The doctor was patient and thorough.,Anita S,2024-12-31,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
0ff483ed-05b9-42c0-9e1f-8122ed26893e,0765bb0b-d2f2-472a-991a-229cc52bbb05,1,Saw dust and dirt in the examination room. Concerning for a medical facility.,Anjali P,2024-10-14,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
d620507c-03fd-4443-841a-19522cdb69a2,b8524585-4c69-4f46-bfe2-60dda7ced2ed,1,स्टाफ का व्यवहार ठीक नहीं था।,Swati B,2024-06-14,hi,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
63adcc14-519b-4204-beb3-876bdee9a79d,9f127e9e-7b99-4630-b32d-e32e0323741d,1,Staff was rude and unhelpful. Would not recommend.,Anjali P,2024-08-12,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
e65ff3d1-f688-4191-a0fe-0dc7f254e08e,4024d02c-5c28-43a6-b6ee-8e4c312e8224,2,स्टाफ का व्यवहार ठीक नहीं था।,Deepa V,2024-06-24,hi,False,
0137a4f2-8ce2-4796-a495-bb0b9c797397,b8524585-4c69-4f46-bfe2-60dda7ced2ed,1,Phone number mentioned doesn't work. Couldn't reach them for appointment.,Ravi S,2024-10-07,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
35a45d9c-fa2c-4735-9b7f-9a61dd8cfec5,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Suresh B,2025-01-01,hi,False,
adbe9781-3826-4195-bac1-9ee6b8665343,04fe2275-c185-47b2-bbc9-89e674f1a9e4,5,Had a great experience. The doctor was patient and thorough.,Prakash N,2024-11-26,en,False,
1ffa1221-944c-4edf-a9ef-28eaf1d0204f,22adaa59-64a3-4cc2-b3f8-f4a83496ff12,4,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Gaurav H,2024-06-05,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
a2fd455d-ed41-4501-9712-0d0939250d32,d34a9a6d-4d2e-4269-8a13-47ebe1f9bbfa,1,Doctor seemed rushed and didn't explain properly. Not satisfied.,Priya M,2024-07-31,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
559fa268-a7fb-41df-8dcc-bb269f7869cc,77db6679-766f-48c1-bd35-091cb42a5e6c,4,The doctors here are very knowledgeable. Great experience overall.,Divya R,2024-06-29,en,False,
63890b55-0383-4d40-adf9-684df960b324,ee0b8a22-03cf-4954-85dd-ef9608d53a07,5,Best clinic in the area. Staff is very helpful and caring.,Sunita K,2024-12-01,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
07115be0-575d-4346-bed1-2fec2ad93d9a,c200addf-e7ef-4cb8-8f05-42b69f3bad98,3,It was fine. Nothing exceptional but got the job done.,Ashok M,2024-11-18,en,False,
09184883-42bb-40f6-89aa-b7b642cf31b1,7a8a8e58-55e0-439f-84cc-a5b740dbd121,5,Top-notch medical care. The entire team is professional.,Neha T,2024-12-19,en,False,
3292e3e8-be6a-4369-93b9-0fc95518468b,7103955b-c2c2-4742-a11f-361b8abd9d41,2,स्टाफ का व्यवहार ठीक नहीं था।,Rahul S,2024-09-04,hi,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
d15e5424-8ccb-4198-a107-d29d357ade2b,34b60802-ad5c-4b43-be62-077f1101aea4,5,The doctors here are very knowledgeable. Great experience overall.,Prakash N,2024-12-15,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
a50732a3-6bbd-412c-a2a0-a0cdd1884392,5ae48bc4-b380-41d9-a346-ee8919814932,5,Clean facility and minimal wait time. Very satisfied.,Manoj L,2024-12-30,en,False,
58f4d6a0-20a1-481b-84f8-52e523d27c9a,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,Clean facility and minimal wait time. Very satisfied.,Manoj L,2024-06-17,en,False,
e2744d2b-1090-4c40-a0ab-f894c72df2d5,cd6dba72-7947-443e-a3ae-e55beb091559,4,Excellent service and very professional staff. Highly recommended!,Ashok M,2024-08-20,en,False,
2bb1b813-03dd-4088-ba1a-31c3f258169a,9ce8cccb-498b-4b03-800e-bb35ebce7eb6,1,Staff at the counter was dismissive and unhelpful when I had questions.,Priya M,2024-08-31,en,False,
ea745faa-ce67-4744-b0e5-dfa3e1445961,ff25e902-2f69-48ff-aafc-d181e0452b87,5,स्टाफ बहुत helpful है। समय पर treatment मिला।,Shweta M,2024-09-20,hi,False,
3dc53002-df66-4046-b4cd-72d26d3165c2,96ba4331-2862-4a3a-bff5-8528e6eaaa28,1,The waiting area was unclean. Needs better maintenance.,Lakshmi V,2024-12-22,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
15641db6-5212-41b3-89e3-0aef660e70a1,76fb61ba-b9e4-4c15-9115-505453cec359,5,Clean facility and minimal wait time. Very satisfied.,Sneha R,2024-10-18,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
5938160c-6d50-4558-9d18-b0578b9b8c08,76fb61ba-b9e4-4c15-9115-505453cec359,4,Friendly staff and competent doctors. No complaints at all.,Vivek R,2024-12-01,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
61e03d89-be74-450a-8f16-a11cca840999,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Arun G,2024-11-05,en,False,
a166149d-2fb0-4ea0-ae4f-4b49a0cc731e,0bf8659e-fc14-406d-9e91-30f304295e3f,4,साफ-सुथरा और professional clinic। recommend करता हूं।,Ashok M,2024-11-11,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
e0691f76-445e-42b4-9f8a-a4f02e39b648,1c1a17a8-0b5d-43f7-b755-63e09120f72c,3,It was fine. Nothing exceptional but got the job done.,Lakshmi V,2025-01-04,en,False,
61e47a04-0709-4891-b25a-c0babf512553,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Sanjay P,2024-09-01,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
82ef1ed0-4120-4779-a606-422a6e008a23,cd6dba72-7947-443e-a3ae-e55beb091559,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Amit K,2024-09-04,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
89b05294-3498-41fc-865c-8db4172610bb,98e37f24-40aa-4948-8e8e-073e92aaa50d,4,Quick diagnosis and effective treatment. Will visit again.,Rahul S,2024-08-03,en,False,
17759989-bc66-4a60-b8cf-400daeec8291,d6218bb6-af68-48d4-ba7b-85458b16e936,5,Top-notch medical care. The entire team is professional.,Arun G,2024-07-01,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
2f154b1b-d166-478d-bd48-7a8eb9eaa0d6,22adaa59-64a3-4cc2-b3f8-f4a83496ff12,4,Had a great experience. The doctor was patient and thorough.,Swati B,2024-07-22,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
e851c3aa-4496-4913-b160-e6ea116dfcf6,76fb61ba-b9e4-4c15-9115-505453cec359,5,The doctors here are very knowledgeable. Great experience overall.,Swati B,2024-12-25,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
334577fe-a42e-4d36-bfa7-f1314165565c,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,Top-notch medical care. The entire team is professional.,Meera N,2024-10-17,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
ec74a34f-a74e-488f-b6fb-6be3d8fb986f,77cb6d3b-e2a3-479c-890d-7b146f837fb0,3,It was fine. Nothing exceptional but got the job done.,Deepa V,2024-12-21,en,True,Thank you for your feedback. We're constantly working to improve our services.
7edeaa7b-205c-4dd4-bfd7-b71ae896c032,bae89f03-99cc-4047-9ceb-2c85bf045ce1,5,स्टाफ बहुत helpful है। समय पर treatment मिला।,Sanjay P,2024-06-07,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
c2f932b3-f5f3-47d8-9687-47099415d891,34b60802-ad5c-4b43-be62-077f1101aea4,3,Average service. Doctor was helpful but staff could be friendlier.,Meera N,2025-01-13,en,True,Thank you for your feedback. We're constantly working to improve our services.
3f0fbb05-14b9-4143-ad73-dd605de1ce31,9ce8cccb-498b-4b03-800e-bb35ebce7eb6,2,Phone number mentioned doesn't work. Couldn't reach them for appointment.,Vikram T,2024-12-28,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
21637a7d-ba1f-4e36-9a77-09fd79ffb1bf,7a8a8e58-55e0-439f-84cc-a5b740dbd121,3,Average service. Doctor was helpful but staff could be friendlier.,Gaurav H,2024-08-28,en,True,Thank you for your feedback. We're constantly working to improve our services.
5b283cf9-f410-43d7-b3a4-fb148ad0bb1e,0541f235-d150-4afd-9ad8-a478c45da6fa,4,Clean facility and minimal wait time. Very satisfied.,Swati B,2024-09-19,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
8859c7cd-0729-4962-9119-0c7218480d1a,76fb61ba-b9e4-4c15-9115-505453cec359,5,Clean facility and minimal wait time. Very satisfied.,Vivek R,2024-07-12,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
8d7b7dec-2e26-4bcb-a913-8942c275c6b2,d5efcd91-04f4-4f05-8958-e05c93f30bc2,2,The wait time is ridiculous. I had an appointment but still waited 90 minutes.,Neha T,2024-07-21,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
d1d2ab5b-afad-42c6-9120-9268ff85d7a8,4024d02c-5c28-43a6-b6ee-8e4c312e8224,4,The doctors here are very knowledgeable. Great experience overall.,Sanjay P,2024-10-07,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
484429ba-467c-46fe-afbe-fc17e49f5091,0765bb0b-d2f2-472a-991a-229cc52bbb05,5,Friendly staff and competent doctors. No complaints at all.,Sanjay P,2024-08-26,en,False,
bd7382d1-3512-482b-bfcb-299b8b948bfe,cd6dba72-7947-443e-a3ae-e55beb091559,2,महंगा है इसके लिए जो service मिली।,Kiran J,2024-12-15,hi,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
62adb01a-0782-4969-9473-f120a8a01e07,d5efcd91-04f4-4f05-8958-e05c93f30bc2,4,Excellent service and very professional staff. Highly recommended!,Neha T,2024-10-06,en,False,
5630d8f3-2c78-4578-82ef-0b92fddae755,441f5724-2418-4655-ba29-d09d1a34c32b,1,Phone number mentioned doesn't work. Couldn't reach them for appointment.,Vivek R,2024-08-16,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
d4ebe83a-8bda-4331-ba13-e86d665a568f,76fb61ba-b9e4-4c15-9115-505453cec359,5,Best clinic in the area. Staff is very helpful and caring.,Suresh B,2024-08-27,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
5e0badb1-858c-43cb-84d6-2c0754279f4e,77cb6d3b-e2a3-479c-890d-7b146f837fb0,4,Very hygienic place with modern equipment. Doctors explain everything clearly.,Kavita D,2024-09-11,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
9189f20d-3b9c-4f31-8980-fab622a60d92,717110fa-5458-408d-8d59-12b3e9e19fd6,4,The doctors here are very knowledgeable. Great experience overall.,Vikram T,2024-08-08,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
360b6fd3-c45a-45ef-be7b-0b49b9bca088,69570c06-47a2-4e00-8735-2b7dba3156be,4,Friendly staff and competent doctors. No complaints at all.,Swati B,2024-09-16,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
adef3994-bb4e-4f57-88c7-59e1aa30d635,0a75782b-7db9-47d4-b61f-1be39f23eb90,3,Normal experience. Prices are reasonable.,Divya R,2024-07-19,en,False,
8e740df1-f7e1-47c9-93bc-9b8be0187ce6,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,Had a great experience. The doctor was patient and thorough.,Ravi S,2024-06-06,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
f95c384a-d4b5-486b-a9a5-9ad72a63e40d,1302182e-13c4-4fdd-be4f-8d17a5fe4a04,1,The wait time is ridiculous. I had an appointment but still waited 90 minutes.,Gaurav H,2024-10-05,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
92cca844-2427-4a1c-a03e-bf01a1940dfa,0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,4,The doctors here are very knowledgeable. Great experience overall.,Arun G,2024-09-19,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
686cfee1-c8de-4e5c-b351-5a6a7041c532,d6218bb6-af68-48d4-ba7b-85458b16e936,4,Affordable prices and quality care. The reception staff is also very polite.,Raj Kumar,2024-06-14,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
0db38c5d-caa5-4a16-a145-c6f9aba97e1f,34b60802-ad5c-4b43-be62-077f1101aea4,5,Had a great experience. The doctor was patient and thorough.,Gaurav H,2024-12-13,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
287fb5ab-8a7a-4728-8184-b6a09665e79a,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Suresh B,2024-09-09,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
c7c38d6f-eab3-4acb-a1d2-6edc94fdf37d,98e37f24-40aa-4948-8e8e-073e92aaa50d,5,साफ-सुथरा और professional clinic। recommend करता हूं।,Priya M,2024-10-09,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
0e09b979-da4c-4444-9c7b-2ab70ded7c65,cd6dba72-7947-443e-a3ae-e55beb091559,5,Had a great experience. The doctor was patient and thorough.,Pooja G,2024-10-11,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
b575db41-1af0-442d-9dc6-5387ca5404dd,ff25e902-2f69-48ff-aafc-d181e0452b87,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Pooja G,2024-07-12,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
35222dd5-43cb-4ca0-8983-cff4f0783d7f,5c762e17-4c96-4682-b7bb-0b5a5c210b5a,5,Top-notch medical care. The entire team is professional.,Sanjay P,2024-10-15,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
89870e26-892d-4562-bad3-c008ceb8552b,441f5724-2418-4655-ba29-d09d1a34c32b,3,Decent clinic. Average wait time but service was okay.,Lakshmi V,2024-09-15,en,False,
518c8816-d8e2-468f-afc2-da24e084c827,ff25e902-2f69-48ff-aafc-d181e0452b87,3,Average service. Doctor was helpful but staff could be friendlier.,Kiran J,2024-09-30,en,True,Thank you for your feedback. We're constantly working to improve our services.
000d1230-b5a6-4781-80e8-25031755599b,0541f235-d150-4afd-9ad8-a478c45da6fa,3,Decent clinic. Average wait time but service was okay.,Ashok M,2024-10-28,en,True,Thank you for your feedback. We're constantly working to improve our services.
a209489b-117a-4a01-a010-55bb99f240bb,ee0b8a22-03cf-4954-85dd-ef9608d53a07,4,Clean facility and minimal wait time. Very satisfied.,Priya M,2024-12-28,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
152435e9-695d-4223-be4f-892540af21ff,98e37f24-40aa-4948-8e8e-073e92aaa50d,4,Had a great experience. The doctor was patient and thorough.,Sunita K,2024-08-20,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
2547fb41-0516-4eaa-917c-f0c11edaac0c,976ea37d-8af8-4210-8b47-fc09b6a346ff,4,Had a great experience. The doctor was patient and thorough.,Shweta M,2025-01-10,en,False,
03384870-a7c9-448c-bdc8-e32dfc0ac7f4,76fb61ba-b9e4-4c15-9115-505453cec359,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Ravi S,2024-11-17,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
